set_id,name,year,theme,subtheme,themeGroup,category,pieces,minifigs,agerange_min,US_retailPrice,bricksetURL,thumbnailURL,imageURL
4701-1,Sorting Hat,2001,Harry Potter,Philosopher's Stone,Licensed,Normal,48,1,,,https://brickset.com/sets/4701-1,https://images.brickset.com/sets/small/4701-1.jpg,https://images.brickset.com/sets/images/4701-1.jpg
4702-1,The Final Challenge,2001,Harry Potter,Philosopher's Stone,Licensed,Normal,60,2,,,https://brickset.com/sets/4702-1,https://images.brickset.com/sets/small/4702-1.jpg,https://images.brickset.com/sets/images/4702-1.jpg
4704-1,The Room of the Winged Keys,2001,Harry Potter,Philosopher's Stone,Licensed,Normal,175,3,,,https://brickset.com/sets/4704-1,https://images.brickset.com/sets/small/4704-1.jpg,https://images.brickset.com/sets/images/4704-1.jpg
4705-1,Snape's Class,2001,Harry Potter,Philosopher's Stone,Licensed,Normal,163,3,,,https://brickset.com/sets/4705-1,https://images.brickset.com/sets/small/4705-1.jpg,https://images.brickset.com/sets/images/4705-1.jpg
4706-1,Forbidden Corridor,2001,Harry Potter,Philosopher's Stone,Licensed,Normal,238,3,,,https://brickset.com/sets/4706-1,https://images.brickset.com/sets/small/4706-1.jpg,https://images.brickset.com/sets/images/4706-1.jpg
4707-1,Hagrid's Hut,2001,Harry Potter,Philosopher's Stone,Licensed,Normal,299,2,,,https://brickset.com/sets/4707-1,https://images.brickset.com/sets/small/4707-1.jpg,https://images.brickset.com/sets/images/4707-1.jpg
4708-1,Hogwarts Express,2001,Harry Potter,Philosopher's Stone,Licensed,Normal,410,3,,,https://brickset.com/sets/4708-1,https://images.brickset.com/sets/small/4708-1.jpg,https://images.brickset.com/sets/images/4708-1.jpg
4709-1,Hogwarts Castle,2001,Harry Potter,Philosopher's Stone,Licensed,Normal,682,9,,,https://brickset.com/sets/4709-1,https://images.brickset.com/sets/small/4709-1.jpg,https://images.brickset.com/sets/images/4709-1.jpg
4721-1,Hogwarts Classrooms,2001,Harry Potter,Philosopher's Stone,Licensed,Normal,73,1,,,https://brickset.com/sets/4721-1,https://images.brickset.com/sets/small/4721-1.jpg,https://images.brickset.com/sets/images/4721-1.jpg
4722-1,Gryffindor House,2001,Harry Potter,Philosopher's Stone,Licensed,Normal,68,1,,,https://brickset.com/sets/4722-1,https://images.brickset.com/sets/small/4722-1.jpg,https://images.brickset.com/sets/images/4722-1.jpg
4723-1,Diagon Alley Shops,2001,Harry Potter,Philosopher's Stone,Licensed,Normal,80,1,,,https://brickset.com/sets/4723-1,https://images.brickset.com/sets/small/4723-1.jpg,https://images.brickset.com/sets/images/4723-1.jpg
4810-1,Blue Bucket,2001,Creator,Bucket,Model making,Normal,254,1,,,https://brickset.com/sets/4810-1,https://images.brickset.com/sets/small/4810-1.jpg,https://images.brickset.com/sets/images/4810-1.jpg
4827-1,Medium Bucket,2001,Duplo,,Pre-school,Normal,44,1,,,https://brickset.com/sets/4827-1,,
4830-1,Medium Bucket,2001,Duplo,,Pre-school,Normal,51,1,,,https://brickset.com/sets/4830-1,,
4836-1,Medium Bucket,2001,Duplo,,Pre-school,Normal,50,1,,,https://brickset.com/sets/4836-1,,
5223-1,Wind-Up Motor,2001,Technic,,Technical,Normal,41,,,,https://brickset.com/sets/5223-1,https://images.brickset.com/sets/small/5223-1.jpg,https://images.brickset.com/sets/images/5223-1.jpg
5322-1,Duplo Bucket,2001,Duplo,,Pre-school,Normal,60,,,,https://brickset.com/sets/5322-1,https://images.brickset.com/sets/small/5322-1.jpg,https://images.brickset.com/sets/images/5322-1.jpg
5327-1,Duplo Bucket,2001,Duplo,,Pre-school,Normal,60,,,,https://brickset.com/sets/5327-1,,
5336-1,Duplo Bucket,2001,Duplo,,Pre-school,Normal,43,,,,https://brickset.com/sets/5336-1,,
5339-1,Small Bucket with Dog,2001,Duplo,,Pre-school,Normal,42,1,,,https://brickset.com/sets/5339-1,https://images.brickset.com/sets/small/5339-1.jpg,https://images.brickset.com/sets/images/5339-1.jpg
5342-1,Duplo Bucket,2001,Duplo,,Pre-school,Normal,34,,,,https://brickset.com/sets/5342-1,,
5599-1,Radio Control Racer,2001,Racers,,Racing,Normal,294,1,,,https://brickset.com/sets/5599-1,https://images.brickset.com/sets/small/5599-1.jpg,https://images.brickset.com/sets/images/5599-1.jpg
5730-1,LEGO Island 2,2001,Gear,Video Games/Game Boy Color,Miscellaneous,Gear,,,,,https://brickset.com/sets/5730-1,https://images.brickset.com/sets/small/5730-1.jpg,https://images.brickset.com/sets/images/5730-1.jpg
5774-1,LEGO Island 2,2001,Gear,Video Games/PC,Miscellaneous,Gear,,,,,https://brickset.com/sets/5774-1,https://images.brickset.com/sets/small/5774-1.jpg,https://images.brickset.com/sets/images/5774-1.jpg
5775-1,LEGO Island 2,2001,Gear,Video Games/PS,Miscellaneous,Gear,,,,,https://brickset.com/sets/5775-1,https://images.brickset.com/sets/small/5775-1.jpg,https://images.brickset.com/sets/images/5775-1.jpg
5777-1,LEGO Island 2,2001,Gear,Video Games/Game Boy Advance,Miscellaneous,Gear,,,,,https://brickset.com/sets/5777-1,https://images.brickset.com/sets/small/5777-1.jpg,https://images.brickset.com/sets/images/5777-1.jpg
5778-1,LEGO Racers 2,2001,Gear,Video Games/PC,Miscellaneous,Gear,,,,,https://brickset.com/sets/5778-1,https://images.brickset.com/sets/small/5778-1.jpg,https://images.brickset.com/sets/images/5778-1.jpg
5779-1,LEGO Racers 2,2001,Gear,Video Games/PS2,Miscellaneous,Gear,,,,,https://brickset.com/sets/5779-1,https://images.brickset.com/sets/small/5779-1.jpg,https://images.brickset.com/sets/images/5779-1.jpg
5780-1,LEGO Racers 2,2001,Gear,Video Games/Game Boy Advance,Miscellaneous,Gear,,,,,https://brickset.com/sets/5780-1,https://images.brickset.com/sets/small/5780-1.jpg,https://images.brickset.com/sets/images/5780-1.jpg
5781-1,LEGO Bionicle: The Legend of Mata Nui ,2001,Gear,Video Games/PC,Miscellaneous,Gear,,,,,https://brickset.com/sets/5781-1,https://images.brickset.com/sets/small/5781-1.jpg,https://images.brickset.com/sets/images/5781-1.jpg
5782-1,LEGO BIONICLE: Tales of the Tohunga,2001,Gear,Video Games/Game Boy Advance,Miscellaneous,Gear,,,,,https://brickset.com/sets/5782-1,https://images.brickset.com/sets/small/5782-1.jpg,https://images.brickset.com/sets/images/5782-1.jpg
5787-1,LEGO Creator: Harry Potter,2001,Gear,Video Games/PC,Miscellaneous,Gear,,,,,https://brickset.com/sets/5787-1,https://images.brickset.com/sets/small/5787-1.jpg,https://images.brickset.com/sets/images/5787-1.jpg
5831-1,Adventurous Puppies,2001,Belville,Fairy-Tale,Girls,Normal,15,,,,https://brickset.com/sets/5831-1,https://images.brickset.com/sets/small/5831-1.jpg,https://images.brickset.com/sets/images/5831-1.jpg
5832-1,Vanilla's Magic Tea Party,2001,Belville,Fairy-Tale,Girls,Normal,14,1,,,https://brickset.com/sets/5832-1,https://images.brickset.com/sets/small/5832-1.jpg,https://images.brickset.com/sets/images/5832-1.jpg
5833-1,Rosita's Wonderful Stable,2001,Belville,Fairy-Tale,Girls,Normal,40,1,,,https://brickset.com/sets/5833-1,https://images.brickset.com/sets/small/5833-1.jpg,https://images.brickset.com/sets/images/5833-1.jpg
5834-1,The Enchanted Garden,2001,Belville,Fairy-Tale,Girls,Normal,103,2,,,https://brickset.com/sets/5834-1,https://images.brickset.com/sets/small/5834-1.jpg,https://images.brickset.com/sets/images/5834-1.jpg
5950-1,Baby Ankylosaurus,2001,Dinosaurs,,Action/Adventure,Normal,37,,,,https://brickset.com/sets/5950-1,https://images.brickset.com/sets/small/5950-1.jpg,https://images.brickset.com/sets/images/5950-1.jpg
5951-1,Baby Iguanodon,2001,Dinosaurs,,Action/Adventure,Normal,23,,,,https://brickset.com/sets/5951-1,https://images.brickset.com/sets/small/5951-1.jpg,https://images.brickset.com/sets/images/5951-1.jpg
5952-1,Baby Brachiosaurus,2001,Dinosaurs,,Action/Adventure,Normal,31,,,,https://brickset.com/sets/5952-1,https://images.brickset.com/sets/small/5952-1.jpg,https://images.brickset.com/sets/images/5952-1.jpg
5953-1,Baby Dimetrodon,2001,Dinosaurs,,Action/Adventure,Normal,20,,,,https://brickset.com/sets/5953-1,https://images.brickset.com/sets/small/5953-1.jpg,https://images.brickset.com/sets/images/5953-1.jpg
5977-1,Travel Friends (In-flight),2001,Belville,,Girls,Normal,17,,5,,https://brickset.com/sets/5977-1,https://images.brickset.com/sets/small/5977-1.jpg,https://images.brickset.com/sets/images/5977-1.jpg
6290-1,Red Beard Runner,2001,Pirates,,Historical,Normal,698,7,8,,https://brickset.com/sets/6290-1,https://images.brickset.com/sets/small/6290-1.jpg,https://images.brickset.com/sets/images/6290-1.jpg
6291-1,Armada Flagship,2001,Pirates,,Historical,Normal,280,3,,,https://brickset.com/sets/6291-1,https://images.brickset.com/sets/small/6291-1.jpg,https://images.brickset.com/sets/images/6291-1.jpg
6292-1,Enchanted Island,2001,Pirates,Islanders,Historical,Normal,419,7,,,https://brickset.com/sets/6292-1,https://images.brickset.com/sets/small/6292-1.jpg,https://images.brickset.com/sets/images/6292-1.jpg
6472-1,Gas N' Wash Express,2001,Town,Shops and Services,Modern day,Normal,470,3,,,https://brickset.com/sets/6472-1,https://images.brickset.com/sets/small/6472-1.jpg,https://images.brickset.com/sets/images/6472-1.jpg
6719-1,Brachiosaurus,2001,Dinosaurs,,Action/Adventure,Normal,25,,,,https://brickset.com/sets/6719-1,https://images.brickset.com/sets/small/6719-1.jpg,https://images.brickset.com/sets/images/6719-1.jpg
6720-1,Tyrannosaurus Rex,2001,Dinosaurs,,Action/Adventure,Normal,23,,,,https://brickset.com/sets/6720-1,https://images.brickset.com/sets/small/6720-1.jpg,https://images.brickset.com/sets/images/6720-1.jpg
6721-1,Mosasaurus,2001,Dinosaurs,,Action/Adventure,Normal,26,,,,https://brickset.com/sets/6721-1,https://images.brickset.com/sets/small/6721-1.jpg,https://images.brickset.com/sets/images/6721-1.jpg
6722-1,Styracosaurus,2001,Dinosaurs,,Action/Adventure,Normal,19,,,,https://brickset.com/sets/6722-1,https://images.brickset.com/sets/small/6722-1.jpg,https://images.brickset.com/sets/images/6722-1.jpg
6771-1,Ogel Command Striker,2001,Alpha Team,,Action/Adventure,Normal,28,1,,,https://brickset.com/sets/6771-1,https://images.brickset.com/sets/small/6771-1.jpg,https://images.brickset.com/sets/images/6771-1.jpg
6772-1,Alpha Team Cruiser,2001,Alpha Team,,Action/Adventure,Normal,57,1,,,https://brickset.com/sets/6772-1,https://images.brickset.com/sets/small/6772-1.jpg,https://images.brickset.com/sets/images/6772-1.jpg
6773-1,Alpha Team Helicopter,2001,Alpha Team,,Action/Adventure,Normal,79,1,,,https://brickset.com/sets/6773-1,https://images.brickset.com/sets/small/6773-1.jpg,https://images.brickset.com/sets/images/6773-1.jpg
6774-1,Alpha Team ATV,2001,Alpha Team,,Action/Adventure,Normal,134,2,7,,https://brickset.com/sets/6774-1,https://images.brickset.com/sets/small/6774-1.jpg,https://images.brickset.com/sets/images/6774-1.jpg
6775-1,Alpha Team Bomb Squad,2001,Alpha Team,,Action/Adventure,Normal,190,3,,,https://brickset.com/sets/6775-1,https://images.brickset.com/sets/small/6775-1.jpg,https://images.brickset.com/sets/images/6775-1.jpg
6776-1,Ogel Control Center,2001,Alpha Team,,Action/Adventure,Normal,410,3,,,https://brickset.com/sets/6776-1,https://images.brickset.com/sets/small/6776-1.jpg,https://images.brickset.com/sets/images/6776-1.jpg
7000-1,Baby Ankylosaurus,2001,Dinosaurs,,Action/Adventure,Normal,37,,,,https://brickset.com/sets/7000-1,https://images.brickset.com/sets/small/7000-1.jpg,https://images.brickset.com/sets/images/7000-1.jpg
7001-1,Baby Iguanodon,2001,Dinosaurs,,Action/Adventure,Normal,23,,,,https://brickset.com/sets/7001-1,https://images.brickset.com/sets/small/7001-1.jpg,https://images.brickset.com/sets/images/7001-1.jpg
7002-1,Baby Brachiosaurus,2001,Dinosaurs,,Action/Adventure,Normal,31,,,,https://brickset.com/sets/7002-1,https://images.brickset.com/sets/small/7002-1.jpg,https://images.brickset.com/sets/images/7002-1.jpg
7003-1,Baby Dimetrodon,2001,Dinosaurs,,Action/Adventure,Normal,20,,,,https://brickset.com/sets/7003-1,https://images.brickset.com/sets/small/7003-1.jpg,https://images.brickset.com/sets/images/7003-1.jpg
7106-1,Droid Escape,2001,Star Wars,Episode IV,Licensed,Normal,45,2,,,https://brickset.com/sets/7106-1,https://images.brickset.com/sets/small/7106-1.jpg,https://images.brickset.com/sets/images/7106-1.jpg
7126-1,Battle Droid Carrier,2001,Star Wars,Episode I,Licensed,Normal,133,7,,,https://brickset.com/sets/7126-1,https://images.brickset.com/sets/small/7126-1.jpg,https://images.brickset.com/sets/images/7126-1.jpg
7127-1,Imperial AT-ST,2001,Star Wars,Episode VI,Licensed,Normal,107,1,,,https://brickset.com/sets/7127-1,https://images.brickset.com/sets/small/7127-1.jpg,https://images.brickset.com/sets/images/7127-1.jpg
7146-1,TIE Fighter,2001,Star Wars,Episode IV,Licensed,Normal,171,2,,,https://brickset.com/sets/7146-1,https://images.brickset.com/sets/small/7146-1.jpg,https://images.brickset.com/sets/images/7146-1.jpg
7166-1,Imperial Shuttle,2001,Star Wars,Episode VI,Licensed,Normal,238,4,,,https://brickset.com/sets/7166-1,https://images.brickset.com/sets/small/7166-1.jpg,https://images.brickset.com/sets/images/7166-1.jpg
7186-1,Watto's Junkyard,2001,Star Wars,Episode I,Licensed,Normal,443,2,,,https://brickset.com/sets/7186-1,https://images.brickset.com/sets/small/7186-1.jpg,https://images.brickset.com/sets/images/7186-1.jpg
7300-1,Double Hover,2001,Space,Life On Mars,Action/Adventure,Normal,21,1,,,https://brickset.com/sets/7300-1,https://images.brickset.com/sets/small/7300-1.jpg,https://images.brickset.com/sets/images/7300-1.jpg
7301-1,Rover,2001,Space,Life On Mars,Action/Adventure,Normal,28,1,,,https://brickset.com/sets/7301-1,https://images.brickset.com/sets/small/7301-1.jpg,https://images.brickset.com/sets/images/7301-1.jpg
7302-1,Worker Robot,2001,Space,Life On Mars,Action/Adventure,Normal,30,1,,,https://brickset.com/sets/7302-1,https://images.brickset.com/sets/small/7302-1.jpg,https://images.brickset.com/sets/images/7302-1.jpg
7303-1,Jet Scooter,2001,Space,Life On Mars,Action/Adventure,Normal,24,1,,,https://brickset.com/sets/7303-1,https://images.brickset.com/sets/small/7303-1.jpg,https://images.brickset.com/sets/images/7303-1.jpg
7308-1,Double Hover,2001,Space,Life On Mars,Action/Adventure,Normal,21,1,,,https://brickset.com/sets/7308-1,https://images.brickset.com/sets/small/7308-1.jpg,https://images.brickset.com/sets/images/7308-1.jpg
7309-1,Rover,2001,Space,Life On Mars,Action/Adventure,Normal,28,1,,,https://brickset.com/sets/7309-1,https://images.brickset.com/sets/small/7309-1.jpg,https://images.brickset.com/sets/images/7309-1.jpg
7310-1,Mono Jet,2001,Space,Life On Mars,Action/Adventure,Normal,33,1,,,https://brickset.com/sets/7310-1,https://images.brickset.com/sets/small/7310-1.jpg,https://images.brickset.com/sets/images/7310-1.jpg
7311-1,Red Planet Cruiser,2001,Space,Life On Mars,Action/Adventure,Normal,73,1,,,https://brickset.com/sets/7311-1,https://images.brickset.com/sets/small/7311-1.jpg,https://images.brickset.com/sets/images/7311-1.jpg
7312-1,T-3 Trike,2001,Space,Life On Mars,Action/Adventure,Normal,99,1,,,https://brickset.com/sets/7312-1,https://images.brickset.com/sets/small/7312-1.jpg,https://images.brickset.com/sets/images/7312-1.jpg
7313-1,Red Planet Protector,2001,Space,Life On Mars,Action/Adventure,Normal,194,1,,,https://brickset.com/sets/7313-1,https://images.brickset.com/sets/small/7313-1.jpg,https://images.brickset.com/sets/images/7313-1.jpg
7314-1,Recon Mech RP,2001,Space,Life On Mars,Action/Adventure,Normal,194,1,,,https://brickset.com/sets/7314-1,https://images.brickset.com/sets/small/7314-1.jpg,https://images.brickset.com/sets/images/7314-1.jpg
7315-1,Solar Explorer,2001,Space,Life On Mars,Action/Adventure,Normal,242,3,,,https://brickset.com/sets/7315-1,https://images.brickset.com/sets/small/7315-1.jpg,https://images.brickset.com/sets/images/7315-1.jpg
7316-1,Excavation Searcher,2001,Space,Life On Mars,Action/Adventure,Normal,471,3,,,https://brickset.com/sets/7316-1,https://images.brickset.com/sets/small/7316-1.jpg,https://images.brickset.com/sets/images/7316-1.jpg
7317-1,Aero Tube Hanger,2001,Space,Life On Mars,Action/Adventure,Normal,706,5,,,https://brickset.com/sets/7317-1,https://images.brickset.com/sets/small/7317-1.jpg,https://images.brickset.com/sets/images/7317-1.jpg
7320-1,Vega,2001,Space,Life On Mars,Action/Adventure,Normal,5,1,,,https://brickset.com/sets/7320-1,https://images.brickset.com/sets/small/7320-1.jpg,https://images.brickset.com/sets/images/7320-1.jpg
7321-1,Mizar,2001,Space,Life On Mars,Action/Adventure,Normal,5,1,,,https://brickset.com/sets/7321-1,https://images.brickset.com/sets/small/7321-1.jpg,https://images.brickset.com/sets/images/7321-1.jpg
7322-1,Altair,2001,Space,Life On Mars,Action/Adventure,Normal,5,1,,,https://brickset.com/sets/7322-1,https://images.brickset.com/sets/small/7322-1.jpg,https://images.brickset.com/sets/images/7322-1.jpg
7323-1,Guard,2001,Space,Life On Mars,Action/Adventure,Normal,5,1,,,https://brickset.com/sets/7323-1,https://images.brickset.com/sets/small/7323-1.jpg,https://images.brickset.com/sets/images/7323-1.jpg
7377-1,Biodium Watch,2001,Gear,Watches/Clocks,Miscellaneous,Gear,,,,,https://brickset.com/sets/7377-1,https://images.brickset.com/sets/small/7377-1.jpg,https://images.brickset.com/sets/images/7377-1.jpg
7399-1,Soccer Stadium Clock,2001,Gear,Watches/Clocks,Miscellaneous,Gear,,,,,https://brickset.com/sets/7399-1,https://images.brickset.com/sets/small/7399-1.jpg,https://images.brickset.com/sets/images/7399-1.jpg
7400-1,Life On Mars Clock,2001,Gear,Watches/Clocks,Miscellaneous,Gear,,,,,https://brickset.com/sets/7400-1,https://images.brickset.com/sets/small/7400-1.jpg,https://images.brickset.com/sets/images/7400-1.jpg
7951-1,XL Bucket,2001,Duplo,,Pre-school,Normal,78,1,,,https://brickset.com/sets/7951-1,,
7969-1,XL Bucket,2001,Duplo,,Pre-school,Normal,106,,,,https://brickset.com/sets/7969-1,https://images.brickset.com/sets/small/7969-1.jpg,https://images.brickset.com/sets/images/7969-1.jpg
8007-1,C-3PO,2001,Star Wars,Technic,Licensed,Normal,341,,,,https://brickset.com/sets/8007-1,https://images.brickset.com/sets/small/8007-1.jpg,https://images.brickset.com/sets/images/8007-1.jpg
8008-1,Stormtrooper,2001,Star Wars,Technic,Licensed,Normal,361,,,,https://brickset.com/sets/8008-1,https://images.brickset.com/sets/small/8008-1.jpg,https://images.brickset.com/sets/images/8008-1.jpg
8240-1,Slammer Stunt Bike,2001,Technic,Speed Slammers,Technical,Normal,152,,,,https://brickset.com/sets/8240-1,https://images.brickset.com/sets/small/8240-1.jpg,https://images.brickset.com/sets/images/8240-1.jpg
8241-1,Battle Cars,2001,Technic,Speed Slammers,Technical,Normal,115,,,,https://brickset.com/sets/8241-1,https://images.brickset.com/sets/small/8241-1.jpg,https://images.brickset.com/sets/images/8241-1.jpg
8242-1,Slammer Turbo,2001,Technic,Speed Slammers,Technical,Normal,253,,,,https://brickset.com/sets/8242-1,https://images.brickset.com/sets/small/8242-1.jpg,https://images.brickset.com/sets/images/8242-1.jpg
8463-1,Forklift,2001,Technic,,Technical,Normal,235,1,,,https://brickset.com/sets/8463-1,https://images.brickset.com/sets/small/8463-1.jpg,https://images.brickset.com/sets/images/8463-1.jpg
8464-1,Pneumatic Front-End Loader,2001,Technic,,Technical,Normal,591,,,,https://brickset.com/sets/8464-1,https://images.brickset.com/sets/small/8464-1.jpg,https://images.brickset.com/sets/images/8464-1.jpg
8465-1,Extreme Off Roader,2001,Technic,,Technical,Normal,365,,9,,https://brickset.com/sets/8465-1,https://images.brickset.com/sets/small/8465-1.jpg,https://images.brickset.com/sets/images/8465-1.jpg
8466-1,4x4 Off-Roader,2001,Technic,,Technical,Normal,1102,,,,https://brickset.com/sets/8466-1,https://images.brickset.com/sets/small/8466-1.jpg,https://images.brickset.com/sets/images/8466-1.jpg
8525-1,Masks,2001,Bionicle,Accessories,Constraction,Normal,6,,,,https://brickset.com/sets/8525-1,https://images.brickset.com/sets/small/8525-1.jpg,https://images.brickset.com/sets/images/8525-1.jpg
8530-1,Masks,2001,Bionicle,Accessories,Constraction,Normal,6,,,,https://brickset.com/sets/8530-1,https://images.brickset.com/sets/small/8530-1.jpg,https://images.brickset.com/sets/images/8530-1.jpg
8531-1,Pohatu,2001,Bionicle,Toa Mata,Constraction,Normal,49,,,,https://brickset.com/sets/8531-1,https://images.brickset.com/sets/small/8531-1.jpg,https://images.brickset.com/sets/images/8531-1.jpg
8532-1,Onua,2001,Bionicle,Toa Mata,Constraction,Normal,30,,,,https://brickset.com/sets/8532-1,https://images.brickset.com/sets/small/8532-1.jpg,https://images.brickset.com/sets/images/8532-1.jpg
8533-1,Gali,2001,Bionicle,Toa Mata,Constraction,Normal,35,,,,https://brickset.com/sets/8533-1,https://images.brickset.com/sets/small/8533-1.jpg,https://images.brickset.com/sets/images/8533-1.jpg
8534-1,Tahu,2001,Bionicle,Toa Mata,Constraction,Normal,33,,,,https://brickset.com/sets/8534-1,https://images.brickset.com/sets/small/8534-1.jpg,https://images.brickset.com/sets/images/8534-1.jpg
8535-1,Lewa,2001,Bionicle,Toa Mata,Constraction,Normal,36,,,,https://brickset.com/sets/8535-1,https://images.brickset.com/sets/small/8535-1.jpg,https://images.brickset.com/sets/images/8535-1.jpg
8536-1,Kopaka,2001,Bionicle,Toa Mata,Constraction,Normal,33,,,,https://brickset.com/sets/8536-1,https://images.brickset.com/sets/small/8536-1.jpg,https://images.brickset.com/sets/images/8536-1.jpg
8537-1,Nui-Rama,2001,Bionicle,Rahi,Constraction,Normal,146,,,,https://brickset.com/sets/8537-1,https://images.brickset.com/sets/small/8537-1.jpg,https://images.brickset.com/sets/images/8537-1.jpg
8538-1,Muaka & Kane-ra,2001,Bionicle,Rahi,Constraction,Normal,633,,,,https://brickset.com/sets/8538-1,https://images.brickset.com/sets/small/8538-1.jpg,https://images.brickset.com/sets/images/8538-1.jpg
8539-1,Manas,2001,Bionicle,Rahi,Constraction,Normal,442,,,,https://brickset.com/sets/8539-1,https://images.brickset.com/sets/small/8539-1.jpg,https://images.brickset.com/sets/images/8539-1.jpg
8540-1,Vakama,2001,Bionicle,Turaga,Constraction,Normal,28,,,,https://brickset.com/sets/8540-1,https://images.brickset.com/sets/small/8540-1.jpg,https://images.brickset.com/sets/images/8540-1.jpg
8541-1,Matau,2001,Bionicle,Turaga,Constraction,Normal,26,,,,https://brickset.com/sets/8541-1,https://images.brickset.com/sets/small/8541-1.jpg,https://images.brickset.com/sets/images/8541-1.jpg
8542-1,Onewa,2001,Bionicle,Turaga,Constraction,Normal,30,,,,https://brickset.com/sets/8542-1,https://images.brickset.com/sets/small/8542-1.jpg,https://images.brickset.com/sets/images/8542-1.jpg
8543-1,Nokama,2001,Bionicle,Turaga,Constraction,Normal,27,,,,https://brickset.com/sets/8543-1,https://images.brickset.com/sets/small/8543-1.jpg,https://images.brickset.com/sets/images/8543-1.jpg
8544-1,Nuju,2001,Bionicle,Turaga,Constraction,Normal,29,,,,https://brickset.com/sets/8544-1,https://images.brickset.com/sets/small/8544-1.jpg,https://images.brickset.com/sets/images/8544-1.jpg
8545-1,Whenua,2001,Bionicle,Turaga,Constraction,Normal,28,,,,https://brickset.com/sets/8545-1,https://images.brickset.com/sets/small/8545-1.jpg,https://images.brickset.com/sets/images/8545-1.jpg
8546-1,Bionicle Power Pack,2001,Bionicle,Promotional,Constraction,Normal,10,,7,,https://brickset.com/sets/8546-1,https://images.brickset.com/sets/small/8546-1.jpg,https://images.brickset.com/sets/images/8546-1.jpg
8548-1,Nui-Jaga,2001,Bionicle,Rahi,Constraction,Normal,226,,,,https://brickset.com/sets/8548-1,https://images.brickset.com/sets/small/8548-1.jpg,https://images.brickset.com/sets/images/8548-1.jpg
8549-1,Tarakava,2001,Bionicle,Rahi,Constraction,Normal,411,,,,https://brickset.com/sets/8549-1,https://images.brickset.com/sets/small/8549-1.jpg,https://images.brickset.com/sets/images/8549-1.jpg
9126-1,Dolls Medium Set,2001,Education,Duplo,Educational,Normal,24,4,,,https://brickset.com/sets/9126-1,https://images.brickset.com/sets/small/9126-1.jpg,https://images.brickset.com/sets/images/9126-1.jpg
9127-1,Dolls Large Set,2001,Education,Duplo,Educational,Normal,63,8,,,https://brickset.com/sets/9127-1,https://images.brickset.com/sets/small/9127-1.jpg,https://images.brickset.com/sets/images/9127-1.jpg
9302-1,Community Builders Set,2001,Education,,Educational,Normal,1670,,,,https://brickset.com/sets/9302-1,https://images.brickset.com/sets/small/9302-1.jpg,https://images.brickset.com/sets/images/9302-1.jpg
9303-1,Airport Set,2001,Education,,Educational,Normal,1180,4,,,https://brickset.com/sets/9303-1,https://images.brickset.com/sets/small/9303-1.jpg,https://images.brickset.com/sets/images/9303-1.jpg
9783-1,Infrared Transmitter with USB Cable,2001,Education,,Educational,Normal,2,,,,https://brickset.com/sets/9783-1,https://images.brickset.com/sets/small/9783-1.jpg,https://images.brickset.com/sets/images/9783-1.jpg
9784-1,Arctic Impact Challenge Kit,2001,Education,FIRST LEGO League Challenge,Educational,Normal,1368,,,,https://brickset.com/sets/9784-1,,
9795-1,Intelligent House Set,2001,Education,,Educational,Normal,156,,,,https://brickset.com/sets/9795-1,https://images.brickset.com/sets/small/9795-1.jpg,https://images.brickset.com/sets/images/9795-1.jpg
10000-1,Guarded Inn,2001,Castle,Lion Knights,Historical,Normal,253,4,,,https://brickset.com/sets/10000-1,https://images.brickset.com/sets/small/10000-1.jpg,https://images.brickset.com/sets/images/10000-1.jpg
10001-1,Metroliner,2001,Trains,9V,Modern day,Normal,782,11,,,https://brickset.com/sets/10001-1,https://images.brickset.com/sets/small/10001-1.jpg,https://images.brickset.com/sets/images/10001-1.jpg
10002-1,Railroad Club Car,2001,Trains,9V,Modern day,Normal,293,5,,,https://brickset.com/sets/10002-1,https://images.brickset.com/sets/small/10002-1.jpg,https://images.brickset.com/sets/images/10002-1.jpg
10003-1,1x2 Sand Red Bricks,2001,Bulk Bricks,,Basic,Normal,100,,,,https://brickset.com/sets/10003-1,https://images.brickset.com/sets/small/10003-1.jpg,https://images.brickset.com/sets/images/10003-1.jpg
10004-1,2x2 Sand Red Bricks,2001,Bulk Bricks,,Basic,Normal,100,,,,https://brickset.com/sets/10004-1,https://images.brickset.com/sets/small/10004-1.jpg,https://images.brickset.com/sets/images/10004-1.jpg
10005-1,2x4 Sand Red Bricks,2001,Bulk Bricks,,Basic,Normal,50,,,,https://brickset.com/sets/10005-1,https://images.brickset.com/sets/small/10005-1.jpg,https://images.brickset.com/sets/images/10005-1.jpg
10006-1,1x6 Sand Red Bricks,2001,Bulk Bricks,,Basic,Normal,50,,,,https://brickset.com/sets/10006-1,https://images.brickset.com/sets/small/10006-1.jpg,https://images.brickset.com/sets/images/10006-1.jpg
10007-1,"2x4 Sand Red Ridge Roof Tiles, Steep Sloped",2001,Bulk Bricks,,Basic,Normal,25,,,,https://brickset.com/sets/10007-1,https://images.brickset.com/sets/small/10007-1.jpg,https://images.brickset.com/sets/images/10007-1.jpg
10008-1,2x4 Sand Red Roof Bricks,2001,Bulk Bricks,,Basic,Normal,50,,,,https://brickset.com/sets/10008-1,https://images.brickset.com/sets/small/10008-1.jpg,https://images.brickset.com/sets/images/10008-1.jpg
